Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.723417, F1 Score: [ 0.63993686  0.73762509] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.733842, F1 Score: [ 0.74761359  0.78089003] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.826421, F1 Score: [ 0.82147937  0.82222222] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.806769, F1 Score: [ 0.75150002  0.78654187] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.63797533  0.15787532] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.753227, F1 Score: [ 0.71547666  0.76504414] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.792219, F1 Score: [ 0.79590703  0.8123297 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.800869, F1 Score: [ 0.7742179   0.79973214] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.827086, F1 Score: [ 0.80583585  0.79971162] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.763341, F1 Score: [ 0.78914575  0.79640771] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.795724, F1 Score: [ 0.80131166  0.81642059] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.462316, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.766846, F1 Score: [ 0.75692846  0.7740113 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.804374, F1 Score: [ 0.83180135  0.82553884] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.813068, F1 Score: [ 0.81281619  0.82255347] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.438806, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.794881, F1 Score: [ 0.71329904  0.76275789] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.770794, F1 Score: [ 0.74064454  0.77807046] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.795103, F1 Score: [ 0.7603235   0.79065902] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.650357, F1 Score: [ 0.65441881  0.64107434] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.757397, F1 Score: [ 0.85999063  0.84788745] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.899747, F1 Score: [ 0.88715149  0.86954858] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.796167, F1 Score: [ 0.78759083  0.80692692] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.754647, F1 Score: [ 0.76143961  0.79034879] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.576365, F1 Score: [ 0.47984532  0.68313227] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.786408, F1 Score: [ 0.78133371  0.80455328] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.587189, F1 Score: [ 0.71722466  0.22746461] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.877567, F1 Score: [ 0.76761932  0.79559762] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.25206668  0.6360459 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.787162, F1 Score: [ 0.77292308  0.79979967] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72395455  0.11016393] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.827308, F1 Score: [ 0.81950263  0.82117626] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.752606, F1 Score: [ 0.70621158  0.76554337] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.81156, F1 Score: [ 0.81506041  0.82347841] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.866699, F1 Score: [ 0.87698177  0.86499814] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.815198, F1 Score: [ 0.824208    0.82428597] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.802688, F1 Score: [ 0.78460317  0.80527049] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.494876, F1 Score: [ 0.20648226  0.63080923] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.758595, F1 Score: [ 0.74563107  0.77593759] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.695914, F1 Score: [ 0.71417938  0.73955066] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.78561, F1 Score: [ 0.79541992  0.81085926] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.646232, F1 Score: [ 0.58938304  0.71822874] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.793417, F1 Score: [ 0.76743446  0.77815818] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.54024209  0.67009524] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.776339, F1 Score: [ 0.74910671  0.78683951] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430777, F1 Score: [ 0.70079034  0.25733704] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.820831, F1 Score: [ 0.83481872  0.82623339] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.863017, F1 Score: [ 0.86320163  0.8561809 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.796966, F1 Score: [ 0.82117828  0.8278114 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [  7.25545629e-01   6.17665225e-04] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.760724, F1 Score: [ 0.77056681  0.79237789] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.800736, F1 Score: [ 0.80029261  0.81183768] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.767955, F1 Score: [ 0.75544027  0.79022621] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.511467, F1 Score: [ 0.36179907  0.60931131] 
